lng,reviews,websiteUrl,bookingUrl,name,description,categories,type,facilities,lat,id,created_date,updated_date,created_by_id,created_by,is_sample
"137.0022","[]","","","Shell Beach Campground - Innes NP","Secluded beach camp in Innes NP. Snorkelling, fishing and pristine beaches.","[""camp""]","camp","[""Toilets""]","-35.1956","69d4742da78e82d6a59b85a0","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"136.9856","[]","","","Gym Beach Campground - Innes NP","Innes National Park campground right on Gym Beach, popular for surfing and swimming.","[""camp""]","camp","[""Toilets"",""Water""]","-35.2456","69d4742da78e82d6a59b85a1","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"136.8408","[]","","","Pondalowie Bay Campground - Innes NP","Innes NP camping at popular Pondalowie Bay. Excellent diving, snorkelling and fishing.","[""camp""]","camp","[""Toilets"",""Water"",""Showers""]","-35.2369","69d4742da78e82d6a59b85a2","2026-04-07T03:04:13.402000","2026-04-07T03:41:40.498000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"136.9511","[]","","","Dolphin Beach Campground - Innes NP","Beautiful campground at Dolphin Beach within Innes National Park.","[""camp""]","camp","[""Toilets""]","-35.2189","69d4742da78e82d6a59b85a3","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.3317","[]","","","Daly Head Campground","Surf camp at Daly Head on the western tip of Yorke Peninsula, popular with surfers.","[""camp""]","camp","[""Toilets""]","-35.0183","69d4742da78e82d6a59b85a4","2026-04-07T03:04:13.402000","2026-04-07T03:12:45.803000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.0236","[]","","","Marion Bay Campground","Large foreshore campground at Marion Bay township near Innes NP entrance.","[""camp""]","camp","[""Toilets"",""Showers"",""Water"",""Power""]","-35.2278","69d4742da78e82d6a59b85a5","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.48","[]","","","Chinaman Wells Free Camp","Quiet free camp at Chinaman Wells on the west coast. Good fishing and birdwatching.","[""camp""]","camp","[""Toilets""]","-34.381","69d4742da78e82d6a59b85a6","2026-04-07T03:04:13.402000","2026-04-07T03:36:36.875000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7397","[]","","","Coobowie Foreshore Camp","Calm foreshore camping at Coobowie on Spencer Gulf. Popular with families and fisherfolk.","[""camp""]","camp","[""Toilets"",""Water""]","-35.0486","69d4742da78e82d6a59b85a7","2026-04-07T03:04:13.402000","2026-04-07T03:06:54.339000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.6611","[]","","","Sultana Point Free Camp","Remote free camp at Sultana Point with great gulf views and fishing.","[""camp""]","camp","[]","-35.0839","69d4742da78e82d6a59b85a8","2026-04-07T03:04:13.402000","2026-04-07T03:06:03.697000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.5","[]","","","Port Rickaby Free Camp","Free beachside camp at Port Rickaby. Quiet and remote with great fishing.","[""camp""]","camp","[""Toilets""]","-34.6667","69d4742da78e82d6a59b85a9","2026-04-07T03:04:13.402000","2026-04-07T03:18:20.115000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.433","[]","","","Flaherty Beach Free Camp","Remote free beach camp near Flaherty Beach on the west coast of Yorke Peninsula.","[""camp""]","camp","[]","-34.858","69d4742da78e82d6a59b85aa","2026-04-07T03:04:13.402000","2026-04-07T03:36:36.902000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7189","[]","","","Black Point Free Camp","Lovely free camp at Black Point on the east coast of Yorke Peninsula.","[""camp""]","camp","[""Toilets""]","-34.5733","69d4742da78e82d6a59b85ab","2026-04-07T03:04:13.402000","2026-04-07T03:06:54.395000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7814","[]","","","Stansbury Foreshore Campground","Family-friendly foreshore camping at Stansbury with a calm sheltered beach.","[""camp""]","camp","[""Toilets"",""Showers"",""Water"",""Power""]","-34.9094","69d4742da78e82d6a59b85ac","2026-04-07T03:04:13.402000","2026-04-07T03:06:54.357000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.8308","[]","","","Port Julia Foreshore Camp","Foreshore camping at Port Julia with beautiful gulf views and a popular boat ramp.","[""camp""]","camp","[""Toilets"",""Water""]","-34.6672","69d4742da78e82d6a59b85ad","2026-04-07T03:04:13.402000","2026-04-07T03:06:54.383000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.3344","[]","","","Port Moorowie Free Camp","Peaceful free camp at Port Moorowie on Yorke Peninsula's west coast.","[""camp""]","camp","[""Toilets""]","-35.1011","69d4742da78e82d6a59b85ae","2026-04-07T03:04:13.402000","2026-04-07T03:15:05.246000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.4178","[]","","","Warooka Free Camp","Free camp area near Warooka township in the heart of southern Yorke Peninsula.","[""camp""]","camp","[]","-34.9733","69d4742da78e82d6a59b85af","2026-04-07T03:04:13.402000","2026-04-07T03:15:05.258000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7978","[]","","","Cunliffe Free Camp","Roadside free camp near Cunliffe on the east coast of Yorke Peninsula.","[""camp""]","camp","[]","-34.4489","69d4742da78e82d6a59b85b0","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"138.4219","[]","","","Port Gawler Conservation Park Camp","Remote camp in Port Gawler Conservation Park north of Adelaide.","[""camp""]","camp","[]","-34.6197","69d4742da78e82d6a59b85b1","2026-04-07T03:04:13.402000","2026-04-07T03:09:18.419000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7564","[]","","","Arthurton Free Camp","Quiet free camp near Arthurton in the upper Yorke Peninsula region.","[""camp""]","camp","[]","-34.3022","69d4742da78e82d6a59b85b2","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"138.0114","[]","","","Bute Free Camp","Free camp near Bute township in the grain belt north of Yorke Peninsula.","[""camp""]","camp","[""Toilets""]","-33.8622","69d4742da78e82d6a59b85b3","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.5789","[]","","","Moonta Bay Foreshore Camp","Popular foreshore camping at Moonta Bay with a long sandy beach and safe swimming.","[""camp""]","camp","[""Toilets"",""Showers"",""Water"",""Power""]","-34.0622","69d4742da78e82d6a59b85b4","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.6256","[]","","","Wallaroo Foreshore Camp","Coastal foreshore camping at Wallaroo with easy access to town facilities.","[""camp""]","camp","[""Toilets"",""Showers"",""Water"",""Power""]","-33.9353","69d4742da78e82d6a59b85b5","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7153","[]","","","Kadina Showgrounds Camp","Budget camping at Kadina Showgrounds, close to Copper Coast facilities and services.","[""camp""]","camp","[""Toilets"",""Showers"",""Power""]","-33.9675","69d4742da78e82d6a59b85b6","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"138.1506","[]","","","Price Foreshore Free Camp","Free foreshore camp at Price on Gulf St Vincent. Good crabbing and prawning.","[""camp""]","camp","[""Toilets""]","-34.2847","69d4742da78e82d6a59b85b7","2026-04-07T03:04:13.402000","2026-04-07T03:06:54.667000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.9658","[]","","","Kulpara Free Camp","Small roadside free camp near Kulpara in the Yorke Peninsula mid-region.","[""camp""]","camp","[]","-34.0897","69d4742da78e82d6a59b85b8","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7781","[]","","","Tiddy Widdy Beach Free Camp","Remote free beach camp at Tiddy Widdy Beach near Ardrossan.","[""camp""]","camp","[""Toilets""]","-34.1317","69d4742da78e82d6a59b85b9","2026-04-07T03:04:13.402000","2026-04-07T03:06:54.621000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.9189","[]","","","Ardrossan Foreshore Camp","Foreshore camping at Ardrossan with great gulf views and town amenities nearby.","[""camp""]","camp","[""Toilets"",""Showers"",""Water""]","-34.4256","69d4742da78e82d6a59b85ba","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"138.0361","[]","","","James Well Free Camp","Small free camp at James Well on the Gulf coast. Relaxed and quiet.","[""camp""]","camp","[""Toilets""]","-34.2317","69d4742da78e82d6a59b85bb","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.6686","[]","","","Maitland Showgrounds Camp","Budget camping at Maitland Showgrounds, the main town of central Yorke Peninsula.","[""camp""]","camp","[""Toilets"",""Showers"",""Power"",""Water""]","-34.3672","69d4742da78e82d6a59b85bc","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.5928","[]","","","Minlaton Free Camp","Small free camp near Minlaton township, the centre of southern Yorke Peninsula.","[""camp""]","camp","[""Toilets""]","-34.7742","69d4742da78e82d6a59b85bd","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7322","[]","","","Edithburgh Foreshore Camp","Stunning foreshore camping at Edithburgh with a tidal pool, jetty and gulf views.","[""camp""]","camp","[""Toilets"",""Showers"",""Water"",""Power""]","-35.0878","69d4742da78e82d6a59b85be","2026-04-07T03:04:13.402000","2026-04-07T03:06:54.370000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.6072","[]","","","Yorketown Showgrounds Camp","Camping at Yorketown Showgrounds in the heart of southern Yorke Peninsula.","[""camp""]","camp","[""Toilets"",""Showers"",""Power""]","-35.0183","69d4742da78e82d6a59b85bf","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.353","[]","","","Point Turton Free Camp","Free camp at Point Turton on the west coast with beautiful bay views and great fishing.","[""camp""]","camp","[""Toilets"",""Water""]","-34.9469","69d4742da78e82d6a59b85c0","2026-04-07T03:04:13.402000","2026-04-07T03:15:05.104000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.1617","[]","","","Foul Bay Free Camp","Remote free camp at Foul Bay on the south-west coast of Yorke Peninsula.","[""camp""]","camp","[""Toilets""]","-35.2223","69d4742da78e82d6a59b85c1","2026-04-07T03:04:13.402000","2026-04-07T03:15:05.140000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"136.965989","[]","","","Gleesons Landing Free Camp","Secluded free camp at Gleesons Landing on west Yorke Peninsula. Excellent fishing.","[""camp""]","camp","[]","-35.005448","69d4742da78e82d6a59b85c2","2026-04-07T03:04:13.402000","2026-04-07T03:38:56.388000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.8833","[]","","","Rogues Point Free Camp","Remote coastal free camp at Rogues Point on the west coast of Yorke Peninsula.","[""camp""]","camp","[]","-34.3922","69d4742da78e82d6a59b85c3","2026-04-07T03:04:13.402000","2026-04-07T03:15:05.209000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.9281","[]","","","Port Clinton Free Camp","Free camp at Port Clinton near the entrance to Spencer Gulf. Peaceful and scenic.","[""camp""]","camp","[""Toilets""]","-34.3261","69d4742da78e82d6a59b85c4","2026-04-07T03:04:13.402000","2026-04-07T03:06:54.586000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.8697","[]","","","Petersville Free Camp","Quiet free camp at Petersville on the east coast of Yorke Peninsula.","[""camp""]","camp","[]","-34.5156","69d4742da78e82d6a59b85c5","2026-04-07T03:04:13.402000","2026-04-07T03:06:54.603000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.793","[]","","","Sandilands Conservation Park Camp","Bush camp within Sandilands Conservation Park on the west coast of Yorke Peninsula.","[""camp""]","camp","[""Toilets""]","-34.514","69d4742da78e82d6a59b85c6","2026-04-07T03:04:13.402000","2026-04-07T03:36:36.890000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"136.9711","[]","","","Inneston Historic Camp - Innes NP","Camp beside the historic ruins of Inneston gypsum town within Innes National Park.","[""camp""]","camp","[""Toilets"",""Water""]","-35.1969","69d4742da78e82d6a59b85c7","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"136.9386","[]","","","Cable Bay Free Camp","Scenic free camp at Cable Bay within Innes NP with great snorkelling and birdlife.","[""camp""]","camp","[""Toilets""]","-35.2056","69d4742da78e82d6a59b85c8","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"136.8961","[]","","","West Cape Campground - Innes NP","Remote campground at West Cape, the westernmost point of Innes National Park.","[""camp""]","camp","[""Toilets""]","-35.3003","69d4742da78e82d6a59b85c9","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"136.9019","[]","","","Ethel Beach Campground - Innes NP","Camp at Ethel Beach in Innes NP near the famous Ethel shipwreck dive site.","[""camp""]","camp","[""Toilets""]","-35.2822","69d4742da78e82d6a59b85ca","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.402406","[]","","","Sturt Bay Free Camp","Remote free camp at Sturt Bay on the south-west coast of Yorke Peninsula.","[""camp""]","camp","[]","-35.10776","69d4742da78e82d6a59b85cb","2026-04-07T03:04:13.402000","2026-04-07T03:38:56.413000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.5555","[]","","","Wauraltee Beach Free Camp","Free camp at Wauraltee Beach on the west coast. Peaceful with great sunsets.","[""camp""]","camp","[""Toilets""]","-34.5872","69d4742da78e82d6a59b85cc","2026-04-07T03:04:13.402000","2026-04-07T03:18:20.128000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.2211","[]","","","Blanche Point Free Camp","Remote coastal free camp at Blanche Point on western Yorke Peninsula.","[""camp""]","camp","[]","-35.0456","69d4742da78e82d6a59b85cd","2026-04-07T03:04:13.402000","2026-04-07T03:15:05.162000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.6919","[]","","","Curramulka Free Camp","Small free camp near Curramulka township in the mid Yorke Peninsula.","[""camp""]","camp","[]","-34.5483","69d4742da78e82d6a59b85ce","2026-04-07T03:04:13.402000","2026-04-07T03:04:13.402000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7542","[]","","","Wool Bay Free Camp","Free camp at Wool Bay on the east coast of Yorke Peninsula. Great fishing and sunsets.","[""camp""]","camp","[""Toilets""]","-34.9932","69d4742da78e82d6a59b859b","2026-04-07T03:04:13.401000","2026-04-07T03:41:40.485000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.8472","[]","","","Port Vincent Foreshore Camp","Foreshore camping at Port Vincent with beautiful gulf views and boat ramp access.","[""camp""]","camp","[""Toilets"",""Showers"",""Water""]","-34.7797","69d4742da78e82d6a59b859c","2026-04-07T03:04:13.401000","2026-04-07T03:06:54.311000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.458","[]","","","Hardwicke Bay Free Camp","Remote free camp at Hardwicke Bay on the west coast with great fishing and solitude.","[""camp""]","camp","[""Toilets""]","-34.892","69d4742da78e82d6a59b859d","2026-04-07T03:04:13.401000","2026-04-07T03:36:36.850000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"136.9411","[]","","","Stenhouse Bay Campground","Innes National Park campground near the iconic Stenhouse Bay jetty ruin and blowhole.","[""camp""]","camp","[""Toilets"",""Water"",""Showers""]","-35.2733","69d4742da78e82d6a59b859e","2026-04-07T03:04:13.401000","2026-04-07T03:04:13.401000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"136.9286","[]","","","Browns Beach Campground - Innes NP","Spectacular beach camping in Innes National Park with great surf and wildlife.","[""camp""]","camp","[""Toilets"",""Water""]","-35.2244","69d4742da78e82d6a59b859f","2026-04-07T03:04:13.401000","2026-04-07T03:04:13.401000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.1841","[]","","","Corny Point Free Camp","Remote free camp at the tip of Yorke Peninsula at Corny Point with lighthouse and cliffs.","[""camp""]","camp","[""Toilets""]","-34.9643","69d4711e8fb1d422c3047cac","2026-04-07T02:51:10.033000","2026-04-07T02:51:10.033000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.1602","[]","","","Point Souttar Free Camp","Wild and remote free camp at Point Souttar on southern Yorke Peninsula.","[""camp""]","camp","[]","-35.1082","69d4711e8fb1d422c3047cad","2026-04-07T02:51:10.033000","2026-04-07T02:51:10.033000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7289","[]","","","Coobowie Caravan Park","Peaceful east Yorke Peninsula park at Coobowie on Gulf St Vincent.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Pet Friendly""]","-35.0491","69d4711e8fb1d422c3047cae","2026-04-07T02:51:10.033000","2026-04-07T02:51:10.033000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"138.4842","[]","","","Blyth Caravan Park","Small Mid North SA park at Blyth near Brinkworth and farming communities.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Pet Friendly""]","-33.8517","69d4711e8fb1d422c3047caf","2026-04-07T02:51:10.033000","2026-04-07T02:51:10.033000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7181","[]","","","Kadina Caravan Park","Yorke Peninsula copper triangle town park at Kadina near museum and heritage trail.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Dump Point"",""Pet Friendly""]","-33.9653","69d4711e8fb1d422c3047c8a","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.5814","[]","","","Moonta Bay Caravan Park","Beachfront caravan park at Moonta Bay in the copper triangle, with sandy beach and jetty.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Dump Point"",""Pet Friendly""]","-34.0533","69d4711e8fb1d422c3047c8b","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.4785","[]","","","Port Victoria Caravan Park","Remote Yorke Peninsula west coast park at Port Victoria with jetty fishing and clear water.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Pet Friendly""]","-34.4876","69d4711e8fb1d422c3047c8c","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.6679","[]","","","Maitland Caravan Park","Central Yorke Peninsula park at Maitland near the agricultural museum.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Pet Friendly""]","-34.3756","69d4711e8fb1d422c3047c8d","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.5963","[]","","","Minlaton Caravan Park","Yorke Peninsula town park at Minlaton near the Harry Butler Memorial biplane display.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Pet Friendly""]","-34.7691","69d4711e8fb1d422c3047c8e","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.6018","[]","","","Yorketown Caravan Park","Southern Yorke Peninsula park at Yorketown near salt lakes and coastal beaches.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Pet Friendly""]","-35.0175","69d4711e8fb1d422c3047c8f","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.7503","[]","","","Edithburgh Caravan Park","Clifftop caravan park at Edithburgh on Yorke Peninsula with tidal pool and coastal views.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Pet Friendly""]","-35.0875","69d4711e8fb1d422c3047c90","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"137.9155","[]","","","Port Broughton Caravan Park","Peaceful foreshore park at Port Broughton on upper Spencer Gulf with crabbing and fishing.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Dump Point"",""Pet Friendly""]","-33.5968","69d4711e8fb1d422c3047c91","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"138.0082","[]","","","Bute Caravan Park","Small farming town park at Bute in the Mid North of SA.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Pet Friendly""]","-33.8699","69d4711e8fb1d422c3047c92","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"138.2154","[]","","","Snowtown Caravan Park","Mid North SA park at Snowtown, gateway to the Barunga Ranges.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Pet Friendly""]","-33.7739","69d4711e8fb1d422c3047c93","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
"138.9988","[]","","","Kapunda Caravan Park","Historic copper town park at Kapunda with heritage trail and arts precinct.","[""caravan""]","caravan","[""Toilets"",""Showers"",""Power"",""Water"",""Dump Point"",""Pet Friendly""]","-34.3432","69d4711e8fb1d422c3047c94","2026-04-07T02:51:10.031000","2026-04-07T02:51:10.031000","69898c378cbf30f1c90bf134","mikayla.b.watson@gmail.com","false"
